basicName,subTitleName,rating,openDate,openTime,closeDate,closeTime,recommendStayTime,address,price,label,review,url,img
Yilan Riverside Park,宜蘭河濱公園, 4.8/5,['Open daily'],['Open all day'],N/A,N/A,1-2 hours,"Yilan CityHuanhe Rd., Yilan City",Free,,"It takes about 20 minutes to walk from Yilan Railway Station. There are a lot of green belts on both sides of the riverside. There are jogging trails, football fields, fitness facilities. In autumn, kites can be flown on the large lawn. The riverside trails around Yilan City for a week. If you have time, you can come to walk.",https://www.trip.com/travel-guide/attraction/yilan/yilan-riverside-park-58312854?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww4p12000958440hE6B1_C_180_240_Q70.webp?proc=source%2ftrip
Sacred Heart Church Parish Zhongli,中壢耶穌聖心天主教堂, 4/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 65號, Changjiang Rd, Zhongli District, Taoyuan City, Taiwan 320",Free,,This photo was taken last Christmas 2022 during the simbang gabi.,https://www.trip.com/travel-guide/attraction/taoyuan/sacred-heart-church-parish-zhongli-55825545?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2s12000946uubk02CA_C_180_240_Q70.webp?proc=source%2ftrip
Military Community Museum,新竹市眷村博物館, 4.4/5,['Tuesday-Sunday:'],['9:00-17:00'],N/A,N/A,2-3 hours,"No. 105, Section 2, Dongda Road, North District, Hsinchu City",Free,,"The museum is not very big, in fact, it also shows some historical and cultural things in Hsinchu, as well as the daily life of their residents, some things, but also to have a further understanding of the local folk culture.",https://www.trip.com/travel-guide/attraction/hsinchu/military-community-museum-20906003?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A4a22347cfam2b43845_C_180_240_Q70.webp?proc=source%2ftrip
Yilan Museum of Literature,宜蘭文學館, 4.4/5,['Tuesday-Sunday:'],['10:00-18:00'],N/A,N/A,N/A,"No. 19, Fuer Lane, Jiucheng South Road, Yilan City, Yilan County, Taiwan",Free,,Yilan Literature Museum and Yilan Shetzhi Memorial Hall. The Shetzhi Memorial Hall is a Japanese-style building. I listened to the explanation of the volunteers. It's still interesting. I was a little confused when I visited the Yilan Literature Museum. I didn't see the famous hall.,https://www.trip.com/travel-guide/attraction/yilan/yilan-museum-of-literature-24654191?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102h120008gw4l7d3803_C_180_240_Q70.webp?proc=source%2ftrip
Keelung Badouzi Chaojing Park,基隆八斗子潮境公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 50-45, Lane 369, Beining Rd, Zhongzheng District, Keelung City, Taiwan 202",Free,,"Who wants to take a walk and chill? Catch the sea breeze, you can take bus 791 from Tra keelung to Bishueixiang (National museum of maritime science and technology), you will see Chaojing park, a sweeping field by the sea. It is a marine museum with a lot of children. There are also many cafes. Not many tourists Travel, walk along the sea for about 1 kilometer, you will see Badouzi station, where you can ride a rail bike, you can go back by bus or train at badouzi station, just use the easy card to tap up and down.",https://www.trip.com/travel-guide/attraction/keelung/keelung-badouzi-chaojing-park-137285891?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100l12000c995byh100E_C_180_240_Q70.webp?proc=source%2ftrip
Wu Lai Hong He Valley,烏來紅河谷, 4.3/5,['N/A'],['N/A'],N/A,N/A,N/A,"Jiuliao, Wulai Dist., New Taipei, Taiwan",Free,,Red River Valley is best to come in autumn. Summer is full of green trees and leaves. You can't see the red autumn scenery. There are still a lot of people. They are basically mainland tourists here.,https://www.trip.com/travel-guide/attraction/new-taipei-city/wu-lai-hong-he-valley-23034145?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100c0p000000fiuj8C1FD_C_180_240_Q70.webp?proc=source%2ftrip
Jiaobanshan Residence,角板山行館, 5/5,['Open daily'],['9:00-17:00'],N/A,N/A,N/A,"Xikou Terrace, Fuxing Township, Taoyuan County",Free,,"Kangban Mountain is located in Fuxing District, Taoyuan City, with an altitude of about 640 meters. During the Guangxu years, Taiwan's patrol government Liu Mingchuan traveled through this place. Because of the landform such as Kangban Mountain, it was named Kangban Mountain. The Beiheng Highway project before was proposed because Chiang Kai-shek enjoyed the scenery of Fuxing Township Corner Banshan. The ancient trees in the park are towering, and many plum trees are planted in the park. When spring arrives, the plum blossoms are in full bloom. It is very moving. There is a mysterious tunnel in the hotel. The battle command post in the cave. Open for visitors, adventurous people may wish to go there. The ""Meitai Siqin Pavilion"" next to Jiaobanshan Park is also very famous. The scenery is most like Xikou Town, Fenghua County, Zhejiang Province, where Jiang Jieshi is home. So it was named ""Xikou Platform"". There are stone steps on the left of the hall to reach the Dahan River, and there is a suspension bridge connected to the opposite bank of Xikou Platform, surrounded by canyon peaks. From the stone steps of the Xiaxi, the mountains and waters are beautiful and have a panoramic view.",https://www.trip.com/travel-guide/attraction/taoyuan/jiaobanshan-residence-24650750?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A5z3215bm4fzzgg9907_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Guest House,中華民國台北賓館, 4.6/5,['N/A'],['N/A'],N/A,N/A,1-2 hours,"No.1, Ketagalan Boulevard, Taipei 100, Taiwan",Free,,"Taipei Hotel - Built in Taiwan during the Japanese rule period, formerly known as the ""Taiwan Governor's Mansion"", in addition to the Governor's residence, it is also the place where the Governor receives and banquets of VIPs and royal families. From the fourth Governor, Er Yuyuan Taro, to the last Governor, Ando Liji, A total of 16 governors lived here. The exterior style of the governor's residence, designed and completed by Japanese architects Fukuda Togo and Ichiro Nomura, is Renaissance style, with concave fonts and asymmetrical forms. It belongs to a two-story building mixed with brick and stone. Part 5",https://www.trip.com/travel-guide/attraction/taipei/taipei-guest-house-10539698?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100l0q000000ghqaw1A7F_C_180_240_Q70.webp?proc=source%2ftrip
Lady Zhou's Memorial Gate,周氏節孝坊, 4.6/5,['Open daily'],['Open all day'],N/A,N/A,1 hour,"36 Feng Nian Road, Section 1, Taipei, Taiwan",Free,,"There are not many old streets and old houses in Taipei, and the style here is still very antique, not a particularly lively place, but it is very convenient to go to other attractions or shopping malls from here.",https://www.trip.com/travel-guide/attraction/taipei/lady-zhou-s-memorial-gate-92984?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10030x000000l55c410DC_C_180_240_Q70.webp?proc=source%2ftrip
Beitou Cisheng Temple,北投區慈生宮, 4.6/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 321號, Section 1, Linong St, Beitou District, Taipei City, Taiwan 112",Free,,"One of the ancient temples in Taipei, I came here not to worship. Many people came to a row of snacks in front of the Cisheng Palace. There is a large number of local food gathered here, basically all old-fashioned, just sit down and taste the delicious food on the ground.",https://www.trip.com/travel-guide/attraction/taipei/beitou-cisheng-temple-96064?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1003090000003l68sD55A_C_180_240_Q70.webp?proc=source%2ftrip
Li Kwoh-ting's Residence,李國鼎故居, 4.4/5,['Tuesday-Saturday:'],['10:00-16:00'],N/A,N/A,1-2 hours,"No. 3, Lane 2, Tai'an Street, 100 Taiwan",Free,,"Since 1972, Li Guodingxuan has lived in this house in Lane 2 of Tai'an Street, originally as the Communication Department of the Japanese Governor's Office Transportation Bureau, 〝 Lucky Official House 〞, and was changed to the Japanese-style bungalow of the Finance Department Chief House after the war until Mr. Li died in 2001. In 2003, the Taipei Municipal Government declared it a city monument, and opened it to the public in 2007.",https://www.trip.com/travel-guide/attraction/taipei/li-kwoh-ting-s-residence-13425741?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100l0y000000ls6hoD889_C_180_240_Q70.webp?proc=source%2ftrip
Xue Xue Institute,學學, 4.3/5,['Open daily'],['11:00-22:00'],N/A,N/A,1-3 hours,"No. 207, Section 2, Diding Avenue, Neihu District, Taipei City",Free,,"The Cultural and Creative Center is also quite literary atmosphere, and the whole environment is quite artistic, the surrounding environment is very good, there are not many people to visit, relatively speaking, it is not a popular attraction, most people go to the Cultural and Creative District",https://www.trip.com/travel-guide/attraction/taipei/xue-xue-institute-13425851?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100j050000000zjm3CD30_C_180_240_Q70.webp?proc=source%2ftrip
Cingshan Waterfall Trail,青山瀑布步道, 4.7/5,['N/A'],['N/A'],N/A,N/A,1-3 hours,"Shimen Dist, New Taipei, Taiwan",Free,,"Qingshan Waterfall, formerly known as ""Jianshan Lake Waterfall"", is located in the upper reaches of Laomeixi, Shimen District, the second largest waterfall in Yangming Mountain, with an altitude of about 310 meters and a drop of more than 30 meters. It is a pro-mountain trail set up for the tilted waterfall ~ Shimen District Public Office, the full length is 1.3 kilometers. Make the green mountain waterfall very easy to get close, along the way green shade shielded, insects are singing, at first along the water town, the coolness rushes to the heart, along the natural stone path next to the stream, cross 4 small iron bridges, about 40 minutes one way, you can easily reach, Visitors are endless~ There are many divergent paths along the Qingshan Waterfall Trail to Laomeixi. In summer, many people play in the stream. It is a popular place in summer~",https://www.trip.com/travel-guide/attraction/new-taipei-city/cingshan-waterfall-trail-13467018?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww521200094dzfod8E49_C_180_240_Q70.webp?proc=source%2ftrip
Shanzaihou Village,山仔后, 4.4/5,['N/A'],['N/A'],N/A,N/A,N/A,"Guanghua Road, Shilin District, Taipei City",Free,,"Yangming Mountain has a special style of grass and wood. The smell of sulfur is always floating in the mountains. The grass, wood, insects, fish, branches and leaves are really pleasant. My favorite is the back mountain park by Shamao Mountain. The gardens are scattered. Tourists can enjoy the cool under the tree, play chess and even small cockroaches. The amazing Taiwanese blue syrup flying from the tree at any time is really pleasing 👍 to Yangming Mountain, I would rather not go to the flower clock for everyone to squeeze, but come here to report ❤",https://www.trip.com/travel-guide/attraction/taipei/shanzaihou-village-18700413?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M04/C5/08/Cghzf1W7IAuAf_KnAAA64Rrw844266_C_180_240_Q70.webp?proc=source%2ftrip
Hong-Gah Museum,鳳甲美術館, 4.7/5,['Tuesday-Sunday:'],['10:30-17:30'],N/A,N/A,N/A,"11F., No.166, Daye Road, Taipei 11268, Taiwan",Free,,"Fengjia Art Museum is located next to Beitou Qiyan MRT Station. Since 2008, Taiwan International Video Art Exhibition has been held every two years.",https://www.trip.com/travel-guide/attraction/taipei/hong-gah-museum-20905964?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww1f1200094ab7kv2A02_C_180_240_Q70.webp?proc=source%2ftrip
Former Residence of Yin Hai-Kuang,殷海光故居, 4.4/5,"['Tuesday,Thursday,Saturday:', 'Wednesday,Friday:']","['11:00-17:00', '13:00-17:00']",N/A,N/A,N/A,"No. 1-1, Alley 16, Lane 18, Wenzhou St., Da_an Dist., Taipei 106, Taiwan",Free,,"When I walked on the campus of Taiwan University, I saw a building in the staff dormitory. No one visited it. I didn’t know who this person was before. I didn’t know who it was. I didn’t know it was in the process of Taiwan society.",https://www.trip.com/travel-guide/attraction/taipei/former-residence-of-yin-hai-kuang-20905967?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100v0y000000m32kb53AE_C_180_240_Q70.webp?proc=source%2ftrip
Pavilion of Aroma of Flowers,原民風味館, 4.5/5,['Tuesday-Sunday:'],['11:00-19:00'],N/A,N/A,N/A,"No.181, Sec. 3, Zhongshan N. Rd., Zhongshan Dist., Zhongshan District, Taipei 10461 Taiwan",Free,,"Very good place, very characteristic, very like.",https://www.trip.com/travel-guide/attraction/taipei/pavilion-of-aroma-of-flowers-22846574?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww0j1200094a0640FC25_C_180_240_Q70.webp?proc=source%2ftrip
Taiepi Sheng Ren Waterfall,聖人瀑布, 4.1/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Section 3, Zhishan Rd, Shilin District, Taipei City, Taiwan 111",Free,,"It should not come after seeing the Shilin official residence, because the Shilin official residence is small and exquisite, and the overall atmosphere is beautiful. This may be a little worse in design, but in fact, if there is no comparison, this place is not bad.",https://www.trip.com/travel-guide/attraction/taipei/taiepi-sheng-ren-waterfall-22846564?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102r120008oxlhccFAE1_C_180_240_Q70.webp?proc=source%2ftrip
Xianjiyan,仙跡岩, 4.4/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Jingxing Road, New Taipei, Taiwan",Free,,"The legend of Xianjiyan is that Lu Dongbin's footprints are called. There are several mountaineering entrances in Wenshan District. I accidentally walk to the other end. It is a little far away by car. Most people go to Jingmei Night Market. Wake up at 16 o'clock in the evening, you can find food~",https://www.trip.com/travel-guide/attraction/taipei/xianjiyan-22846530?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g3/M04/D0/D7/CggYGlZQiDyAVThyAAE-nb7W3Xc910_C_180_240_Q70.webp?proc=source%2ftrip
Da Lun Tou Mountain,N/A,N/A,['N/A'],['N/A'],N/A,N/A,N/A,"Taipei City Darun, Shilin Dist.",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/da-lun-tou-mountain-22846588?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6f120009484m84ED77_C_180_240_Q70.webp?proc=source%2ftrip
Citizen Recreational Garden,文山市民農園, 3.7/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 207-1, Section 3, Guide Road, Wenshan District, Taipei",Free,,"The place for people to relax is very small, many elderly people here, feel good, very emotional, like green plants and this slow feeling.",https://www.trip.com/travel-guide/attraction/taipei/citizen-recreational-garden-22846543?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M09/C4/B0/CghzgVW7H_mAHhf4AABD5Ex5trU893_C_180_240_Q70.webp?proc=source%2ftrip
"Immaculate Conception Cathedral, Taipei",聖母無原罪主教座堂, 3.5/5,"['Saturday:', 'Sunday:', 'Monday-Friday:']","['11:00-19:00', '8:00-12:00', '7:30-16:00']",N/A,N/A,N/A,"No. 245, Minsheng W Rd, Datong District, Taipei City, Taiwan 103",Free,,"A very clean church, with beautiful murals and quiet environment, the whole is very good, worthy of recommendation, enjoy the care of the Lord.",https://www.trip.com/travel-guide/attraction/taipei/immaculate-conception-cathedral-taipei-22846553?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100l0y000000ls6je8310_C_180_240_Q70.webp?proc=source%2ftrip
Cuei Fong Circle Trail,N/A, 4/5,['N/A'],['N/A'],N/A,N/A,N/A,"Shilin Dist, Taipei",Free,,"Very interesting, and there are many things to play in",https://www.trip.com/travel-guide/attraction/taipei/cuei-fong-circle-trail-22846536?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww38120009c13akn13F5_C_180_240_Q70.webp?proc=source%2ftrip
Cing Siang Farm,清香農場, 4.4/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 206, Dahu St., Neihu Dist., Taipei, Taiwan",Free,,Fengxiang Farm is located in Neihu District of Taipei. There are mainly vegetables and fruits on the farm. Customers can pick them by themselves and choose what they like to take home. The agricultural products and fruits here are very fresh.,https://www.trip.com/travel-guide/attraction/taipei/cing-siang-farm-22846598?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww4u12000946m1js7F9B_C_180_240_Q70.webp?proc=source%2ftrip
In River Gallery,N/A, 4/5,['N/A'],['N/A'],N/A,N/A,1-2 hours,"2F，No. 45, Section 1, Ren'ai Road, Zhongzheng District, Taipei 100 Taiwan",Free,,"An exhibition hall with a small area, it feels good, it is worth recommending, a place where artists communicate, there are also good pioneer works.",https://www.trip.com/travel-guide/attraction/taipei/in-river-gallery-22846561?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww1p12000946ibtm2533_C_180_240_Q70.webp?proc=source%2ftrip
Wai Shuang Xi Ding Mountain,外雙溪頂山, 3.9/5,['N/A'],['N/A'],N/A,N/A,N/A,"Shilin Dist. | Mt. Waisuangxiding, Taipei, Taiwan",Free,,"After visiting the Haoshilin official residence, I came to this place all the way. It is small and exquisite with Shilin official residence. There are some contrasts. It is clever and atmospheric. Of course, its design sense must not be compared with Shilin official residence.",https://www.trip.com/travel-guide/attraction/taipei/wai-shuang-xi-ding-mountain-22846544?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10050w000000kqn98DAC0_C_180_240_Q70.webp?proc=source%2ftrip
Yuyuyang Art Museum,揚英風美術館, 4.4/5,['Wednesday-Saturday:'],['12:00-17:00'],N/A,N/A,1-2 hours,"No.31, Section 2 Chongqing South Road, Zhongzheng District, Taipei 100 Taiwan",Free,,"The main exhibition of Yang Yingfeng's works, in the mainland has not heard of its name, but look not bad, the gallery is not particularly large, but its art works are still worth visiting.",https://www.trip.com/travel-guide/attraction/taipei/yuyuyang-art-museum-22846573?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g5/M06/2D/D1/CggYsVcjEKGAIs-8AACY8eYckls381_C_180_240_Q70.webp?proc=source%2ftrip
Magong Friendship Sports Park,馬公友誼運動公園, 3.9/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 92, Section 1, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",Free,,"It is smaller than the general park, but it is quite larger than the street park. It is not our purpose attraction, because the living is not far from this, and the entry and exit are many times and just go in and visit it. General tourists have nothing.",https://www.trip.com/travel-guide/attraction/new-taipei-city/magong-friendship-sports-park-22865304?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M00/F0/C9/CggYHVZQeqCABj5_AADg5STsgk0844_C_180_240_Q70.webp?proc=source%2ftrip
Xiyun Temple,西雲禪寺, 4.5/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 3, Lane 185, Xiyun Road, Wugu District, New Taipei City",Free,,Good place to relax and rest,https://www.trip.com/travel-guide/attraction/new-taipei-city/xiyun-temple-22879665?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01006120009aps7ep9148_C_180_240_Q70.webp?proc=source%2ftrip
Yang San Lang Art Museum,楊三郎美術館, 4.2/5,['Wednesday-Sunday:'],['11:00-17:00'],N/A,N/A,N/A,"No.7 Bo'ai Street, Yonghe District, Yonghe, New Taipei 234 Taiwan",Free,,"Yang Sanlang Art Museum is located on Boai Street, Yonghe District, Xinbei City. The inauguration ceremony was held on July 25, 1991. The five-story art museum mainly displays Yang Sanlang's paintings. In addition to the wide garden, there are monuments, Wangxi Villa and Yang Sanlang's studio.",https://www.trip.com/travel-guide/attraction/new-taipei-city/yang-san-lang-art-museum-23031994?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g3/M05/E9/AE/CggYGVZQjfSAQOrFAAGDOfAJ1kw444_C_180_240_Q70.webp?proc=source%2ftrip
Danlan Suspension Bridge,淡蘭吊橋, 4.8/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 68-8, Shuangxikou, 106 Yi Xian Road | Shiding Dist, New Taipei 223, Taiwan",Free,,"Very comfortable suspension bridge, the elderly are also very good to walk, but some places are very high, afraid, the stream under the suspension bridge is clear",https://www.trip.com/travel-guide/attraction/new-taipei-city/danlan-suspension-bridge-23033656?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww0x1200094a0dv2F86C_C_180_240_Q70.webp?proc=source%2ftrip
San Chong Xie Zhang Bridge,N/A, 4.2/5,['N/A'],['N/A'],N/A,N/A,N/A,New Taipei Sanchong Dist,Free,,"The whole bridge is more ordinary during the day, but the background at night is beautiful.",https://www.trip.com/travel-guide/attraction/new-taipei-city/san-chong-xie-zhang-bridge-23033672?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2i12000949uir6EB76_C_180_240_Q70.webp?proc=source%2ftrip
He Mei Trail,和美山步道, 4.5/5,['N/A'],['N/A'],N/A,N/A,1-2 hours,"No. 11, Bitan Road, Xindian, New Taipei 231 Taiwan",Free,,"If you want to climb and beautiful mountains, if you go up the mountain from the new store, you can go to the bridge of Bitan Suspension Bridge (Lover Bridge), and the villas in the Hemei Villa area on the mountain are all red roofs, with antiques in southern Anhui. Going to the top of the mountain, the trails are relatively wide, and you should pay attention to safety when climbing, especially on rainy days. After I climb the top, I am ready to go down the mountain and it will start raining. The road will be slippery.",https://www.trip.com/travel-guide/attraction/new-taipei-city/he-mei-trail-23033753?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106p120008i2z9jq3567_C_180_240_Q70.webp?proc=source%2ftrip
Tukujian Trail,土庫尖步道, 4.3/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"222, Taiwan, New Taipei City, Shenkeng District",Free,,"2017, the second and third small Baiyue ❴ Tukuyue & Nansejiao Mountain ❵, Lotte sent all staff to Qi😁 The first stop to Tukuyue is a quite quiet mountaineering trail. There is a pavilion on the top of the mountain. After a group arrives, take pictures around to enjoy the scenery of the Taipei Basin. After going down the mountain, I went to the nearby Shenkeng Old Street for food. ↝ After I was full, I came to Zhonghe Nanshijiao Mountain.❨ It was originally a famous oven mountain. I was ready to climb countless ladders. It was really alas. Hello. 😅 Fortunately, the scenery on the top of the mountain did not disappoint us. Sitting in the forgetful pavilion feels comfortable 😊 Since the location of the 2 mountains is quite close, we can pick up 2 Xiaobaiyue 👍 Suuxi roast for dinner to supplement protein one day, and end this round of mountaineering 😊 Ohya~",https://www.trip.com/travel-guide/attraction/new-taipei-city/tukujian-trail-23033784?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102v120009bd7ool5848_C_180_240_Q70.webp?proc=source%2ftrip
Erge Mountain,二格山, 4.7/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Shijie District, New Taipei City",Free,,Erge Mountain is a very remote mountain. This mountain is tens of kilometers away from Xinbei in a straight line. It has been starting from the hotel for a long time. The temperature in the mountain is low and it is just right when you go in midsummer.,https://www.trip.com/travel-guide/attraction/taipei/erge-mountain-23034002?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6c120009c9dnoaE428_C_180_240_Q70.webp?proc=source%2ftrip
Yan Zi Lake,燕子湖, 4/5,['N/A'],['N/A'],N/A,N/A,N/A,"New Taipei, Taiwan",Free,,"I don't know if this is a reservoir or a natural lake, but in short the environment is quite good, a bit of our Jiangnan taste",https://www.trip.com/travel-guide/attraction/new-taipei-city/yan-zi-lake-23034151?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01072120009c4wfax2C2B_C_180_240_Q70.webp?proc=source%2ftrip
Guandu Bridge,關渡大橋, 4.6/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Beitou Dist., New Taipei, Taiwan",Free,,"The bridge passed by bicycle is actually quite ordinary, but the Guandu Bridge is the main traffic road around, basically passing through here, and the scenery on the bridge is also very beautiful.",https://www.trip.com/travel-guide/attraction/new-taipei-city/guandu-bridge-23034211?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b0v000000js4ln9BB3_C_180_240_Q70.webp?proc=source%2ftrip
Yixin Recreation Farm,N/A, 4.5/5,['N/A'],['N/A'],N/A,N/A,N/A,"New Taipei No. 13, Jianan Rd., Sanxia Dist.",Free,,"Xinbei is not bad to play, quite like it, not bad",https://www.trip.com/travel-guide/attraction/new-taipei-city/yixin-recreation-farm-23034191?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M0A/AE/61/CghzgFW7IAuANKP2AAA7ySxBKvA064_C_180_240_Q70.webp?proc=source%2ftrip
Qie Dong Waterfall,茄苳瀑布, 4.2/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Dajianshan Trail, Xizhi Dist., New Taipei, Taiwan",Free,,"More casual and comfortable place, to say that there are actually no big attractions, but the lush mountains and clear waters are beautiful, very comfortable. There are a lot of plants here, birds and flowers, and the scenery along the way is very good.",https://www.trip.com/travel-guide/attraction/new-taipei-city/qie-dong-waterfall-23034240?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103c120008eeo7ww4CAD_C_180_240_Q70.webp?proc=source%2ftrip
Fulong Mountain Hiking Trail,福隆山登山步道, 4.3/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Wugu Dist., New Taipei, Taiwan",Free,,"The terrain is relatively gentle, so the whole family can walk down easily at different ages. It is very suitable for talking about close distance.",https://www.trip.com/travel-guide/attraction/new-taipei-city/fulong-mountain-hiking-trail-23034268?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01019120009bd48glF72B_C_180_240_Q70.webp?proc=source%2ftrip
fang qiao jian xue bei,枋橋建學碑, 3.9/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 23, Section 1, Wenhua Road, Banqiao District, New Taipei City",Free,,"The monument of the bridge building is located in the bridge of the bridge in the bridge district of the new north city of Taiwan. It is a stone monument of the bridge building of the bridge public school (now the bridge of the bridge) funded by the forest family of the bridge, and was announced as a monument on April 22, 1995.",https://www.trip.com/travel-guide/attraction/new-taipei-city/city-24048428?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100h0r000000h1ibbD899_C_180_240_Q70.webp?proc=source%2ftrip
Taishanyan Temple,頂泰山巖, 3.7/5,['Open daily'],['5:00-20:00'],N/A,N/A,N/A,"No. 32號, Yinghua St, Taishan District, New Taipei City, Taiwan 243",Free,,"This small temple dates back hundreds of years to the Qing Dynasty Qianlong years, but the modern damage was serious and reconstruction was carried out. It feels that the incense is still very strong, not bad.",https://www.trip.com/travel-guide/attraction/new-taipei-city/taishanyan-temple-24048432?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g3/M03/47/BB/CggYGVZ3udSAEq2qAADlH5puLnU301_C_180_240_Q70.webp?proc=source%2ftrip
Xinzhuang Ciyou Temple,新莊慈祐宮, 4.7/5,"['Wednesday:', 'Monday-Tuesday,Thursday-Sunday:']","['6:00-21:00', '6:00-22:00']",N/A,N/A,N/A,"No. 218, Xinzhuang Road, New Taipei City",Free,,"Famous temples, crowded with people, full of spirituality, many people go to ask for peace of mind, it is worth a visit",https://www.trip.com/travel-guide/attraction/new-taipei-city/xinzhuang-ciyou-temple-24048414?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M05/4F/EA/CggYHVZ3s5OARTZkAAECKau2fIs517_C_180_240_Q70.webp?proc=source%2ftrip
Hongludi,中和烘爐地, 4.7/5,['N/A'],['N/A'],N/A,N/A,N/A,"Zhonghe District, New Taipei City, Taiwan 235",Free,,"Open 24 hours at night, the lights are bright on Lushan Road, please be careful, there will be many black dogs on the road, please pay attention to ⚠️ The first stop will pass through the Temple of Wealth, please leave time to go up and see, experience the red light full of joyful beauty, all the troubles have disappeared, the parking lot is very large, there is a toilet. Two stops and drive forward, there will be management personnel direct you to stop there, please follow the personnel arrangement because when encountering holidays or special holidays, the tide of people and cars is unimaginable!",https://www.trip.com/travel-guide/attraction/new-taipei-city/hongludi-24165153?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100t0q000000g1lrgE097_C_180_240_Q70.webp?proc=source%2ftrip
Pine Garden,松園, 4.4/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 160, Lane 101, Sheshan Road, Yangmingshan, Taipei",Free,,"Songyuan is in Yangming Mountain. If you have to say the specific location, it is difficult to say clearly, but there are signs all the way. It is a place with a relatively garden style. Although there are many people in Yangming Mountain, there are not many people scattered to various attractions. I like to go to Yangming Mountain to play.",https://www.trip.com/travel-guide/attraction/taipei/pine-garden-24165244?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6v12000chkenv1D5AE_C_180_240_Q70.webp?proc=source%2ftrip
