basicName,subTitleName,rating,openDate,openTime,address,price,label,review,url,img,monOpen,monClose,tuesOpen,tuesClose,wedOpen,wedClose,thursOpen,thursClose,friOpen,friClose,satOpen,satClose,sunOpen,sunClose,recommend,monTime,tuesTime,wedTime,thursTime,friTime,satTime,sunTime,latitude,longitude
He Mei Trail,和美山步道,4.5,,,"No. 11, Bitan Road, Xindian, New Taipei 231 Taiwan",0.0,活動,"(Business hours are inaccurate) If you want to climb and beautiful mountains, if you go up the mountain from the new store, you can go to the bridge of Bitan Suspension Bridge (Lover Bridge), and the villas in the Hemei Villa area on the mountain are all red roofs, with antiques in southern Anhui. Going to the top of the mountain, the trails are relatively wide, and you should pay attention to safety when climbing, especially on rainy days. After I climb the top, I am ready to go down the mountain and it will start raining. The road will be slippery.",https://www.trip.com/travel-guide/attraction/new-taipei-city/he-mei-trail-23033753?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106p120008i2z9jq3567_C_180_240_Q70.webp?proc=source%2ftrip,534.2116664577584,1299.4287455398776,538.2384210369612,1298.1507651192994,539.1862283639664,1297.6582422138897,536.9284598247842,1296.354580449926,539.169868632552,1298.2784064065434,529.8664461817791,1301.3557575463333,523.4719526369164,1294.890760425886,1.5,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,24.9561673,121.5347453
Tukujian Trail,土庫尖步道,4.3,['Open daily'],['Open all day'],"222, Taiwan, New Taipei City, Shenkeng District",0.0,活動,"2017, the second and third small Baiyue ❴ Tukuyue & Nansejiao Mountain ❵, Lotte sent all staff to Qi😁 The first stop to Tukuyue is a quite quiet mountaineering trail. There is a pavilion on the top of the mountain. After a group arrives, take pictures around to enjoy the scenery of the Taipei Basin. After going down the mountain, I went to the nearby Shenkeng Old Street for food. ↝ After I was full, I came to Zhonghe Nanshijiao Mountain.❨ It was originally a famous oven mountain. I was ready to climb countless ladders. It was really alas. Hello. 😅 Fortunately, the scenery on the top of the mountain did not disappoint us. Sitting in the forgetful pavilion feels comfortable 😊 Since the location of the 2 mountains is quite close, we can pick up 2 Xiaobaiyue 👍 Suuxi roast for dinner to supplement protein one day, and end this round of mountaineering 😊 Ohya~",https://www.trip.com/travel-guide/attraction/new-taipei-city/tukujian-trail-23033784?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102v120009bd7ool5848_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0033792,121.6169002
Erge Mountain,二格山,4.7,['Open daily'],['Open all day'],"Shijie District, New Taipei City",0.0,活動,Erge Mountain is a very remote mountain. This mountain is tens of kilometers away from Xinbei in a straight line. It has been starting from the hotel for a long time. The temperature in the mountain is low and it is just right when you go in midsummer.,https://www.trip.com/travel-guide/attraction/taipei/erge-mountain-23034002?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6c120009c9dnoaE428_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0169826,121.4627868
Yan Zi Lake,燕子湖,4.0,,,"New Taipei, Taiwan",0.0,活動,"(Business hours are inaccurate) I don't know if this is a reservoir or a natural lake, but in short the environment is quite good, a bit of our Jiangnan taste",https://www.trip.com/travel-guide/attraction/new-taipei-city/yan-zi-lake-23034151?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01072120009c4wfax2C2B_C_180_240_Q70.webp?proc=source%2ftrip,534.4872500464801,1298.507866850119,538.3792906162143,1297.4822054388678,539.1073803132288,1297.3513862463808,536.94311860941,1296.2318042366935,539.0939190961867,1298.2743871333996,529.6550709134384,1302.6288192455863,523.494958938855,1294.5888281197408,2.0,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,25.0169826,121.4627868
Guandu Bridge,關渡大橋,4.6,['Open daily'],['Open all day'],"Beitou Dist., New Taipei, Taiwan",0.0,活動,"The bridge passed by bicycle is actually quite ordinary, but the Guandu Bridge is the main traffic road around, basically passing through here, and the scenery on the bridge is also very beautiful.",https://www.trip.com/travel-guide/attraction/new-taipei-city/guandu-bridge-23034211?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b0v000000js4ln9BB3_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1151759,121.515018
Yixin Recreation Farm,,4.5,,,"New Taipei No. 13, Jianan Rd., Sanxia Dist.",0.0,活動,"(Business hours are inaccurate) Xinbei is not bad to play, quite like it, not bad",https://www.trip.com/travel-guide/attraction/new-taipei-city/yixin-recreation-farm-23034191?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M0A/AE/61/CghzgFW7IAuANKP2AAA7ySxBKvA064_C_180_240_Q70.webp?proc=source%2ftrip,534.1619479324961,1299.268255572754,538.4003921570302,1298.005218181205,539.1302097300147,1297.6292971251974,536.8158683683712,1296.247740781556,539.1249458066078,1298.3700675897478,529.8654692397914,1301.2913806225952,523.5804251952213,1294.4959797934443,2.0,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,24.9221154,121.4583454
Qie Dong Waterfall,茄苳瀑布,4.2,['Open daily'],['Open all day'],"Dajianshan Trail, Xizhi Dist., New Taipei, Taiwan",0.0,活動,"More casual and comfortable place, to say that there are actually no big attractions, but the lush mountains and clear waters are beautiful, very comfortable. There are a lot of plants here, birds and flowers, and the scenery along the way is very good.",https://www.trip.com/travel-guide/attraction/new-taipei-city/qie-dong-waterfall-23034240?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103c120008eeo7ww4CAD_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0529864,121.6630618
Fulong Mountain Hiking Trail,福隆山登山步道,4.3,['Open daily'],['Open all day'],"Wugu Dist., New Taipei, Taiwan",0.0,活動,"The terrain is relatively gentle, so the whole family can walk down easily at different ages. It is very suitable for talking about close distance.",https://www.trip.com/travel-guide/attraction/new-taipei-city/fulong-mountain-hiking-trail-23034268?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01019120009bd48glF72B_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0848317,121.4386586
fang qiao jian xue bei,枋橋建學碑,3.9,['Open daily'],['Open all day'],"No. 23, Section 1, Wenhua Road, Banqiao District, New Taipei City",0.0,餐飲,"The monument of the bridge building is located in the bridge of the bridge in the bridge district of the new north city of Taiwan. It is a stone monument of the bridge building of the bridge public school (now the bridge of the bridge) funded by the forest family of the bridge, and was announced as a monument on April 22, 1995.",https://www.trip.com/travel-guide/attraction/new-taipei-city/city-24048428?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100h0r000000h1ibbD899_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0111002,121.4580067
Taishanyan Temple,頂泰山巖,3.7,['Open daily'],['5:00-20:00'],"No. 32號, Yinghua St, Taishan District, New Taipei City, Taiwan 243",0.0,活動,"This small temple dates back hundreds of years to the Qing Dynasty Qianlong years, but the modern damage was serious and reconstruction was carried out. It feels that the incense is still very strong, not bad.",https://www.trip.com/travel-guide/attraction/new-taipei-city/taishanyan-temple-24048432?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g3/M03/47/BB/CggYGVZ3udSAEq2qAADlH5puLnU301_C_180_240_Q70.webp?proc=source%2ftrip,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,2.5,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,25.0434944,121.4234677
Xinzhuang Ciyou Temple,新莊慈祐宮,4.7,"['Wednesday', 'Monday-Tuesday,Thursday-Sunday']","['6:00-21:00', '6:00-22:00']","No. 218, Xinzhuang Road, New Taipei City",0.0,活動,"Famous temples, crowded with people, full of spirituality, many people go to ask for peace of mind, it is worth a visit",https://www.trip.com/travel-guide/attraction/new-taipei-city/xinzhuang-ciyou-temple-24048414?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M05/4F/EA/CggYHVZ3s5OARTZkAAECKau2fIs517_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1320.0,360.0,1320.0,360.0,1260.0,360.0,1320.0,360.0,1320.0,360.0,1320.0,360.0,1320.0,2.5,06:00-22:00,06:00-22:00,06:00-21:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,25.0344126,121.4529059
Hongludi,中和烘爐地,4.7,,,"Zhonghe District, New Taipei City, Taiwan 235",0.0,活動,"(Business hours are inaccurate) Open 24 hours at night, the lights are bright on Lushan Road, please be careful, there will be many black dogs on the road, please pay attention to ⚠️ The first stop will pass through the Temple of Wealth, please leave time to go up and see, experience the red light full of joyful beauty, all the troubles have disappeared, the parking lot is very large, there is a toilet. Two stops and drive forward, there will be management personnel direct you to stop there, please follow the personnel arrangement because when encountering holidays or special holidays, the tide of people and cars is unimaginable!",https://www.trip.com/travel-guide/attraction/new-taipei-city/hongludi-24165153?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100t0q000000g1lrgE097_C_180_240_Q70.webp?proc=source%2ftrip,534.0406863972348,1299.5053819692669,538.4211855233499,1298.1814183024983,539.1217309623594,1297.7394667746612,536.7242907953022,1296.1994609376995,539.146420103103,1298.425629445541,529.8105014693892,1301.184461574924,523.3890625776313,1294.687714743538,2.0,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,24.994446,121.4970294
Pine Garden,松園,4.4,,,"No. 160, Lane 101, Sheshan Road, Yangmingshan, Taipei",0.0,活動,"(Business hours are inaccurate) Songyuan is in Yangming Mountain. If you have to say the specific location, it is difficult to say clearly, but there are signs all the way. It is a place with a relatively garden style. Although there are many people in Yangming Mountain, there are not many people scattered to various attractions. I like to go to Yangming Mountain to play.",https://www.trip.com/travel-guide/attraction/taipei/pine-garden-24165244?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6v12000chkenv1D5AE_C_180_240_Q70.webp?proc=source%2ftrip,534.254821120227,1299.0796531429748,538.2860278056033,1297.9324467645868,539.1217490020026,1297.599862805248,536.8552732668277,1296.3155918543805,539.1184446510727,1298.3440289056446,529.8026822676771,1301.5110971738482,523.5307007675639,1294.5353253772362,2.0,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,25.1942462,121.5609363
Zhenzaitou Stream Nature Park,圳仔頭溪自然園區,4.6,['Open daily'],['Open all day'],"No. 2-4, Lane 67, Pingjing St, Shilin District, Taipei City, Taiwan 111",0.0,觀光,"Quite comfortable place, you can have a chance to walk around",https://www.trip.com/travel-guide/attraction/taipei/zhenzaitou-stream-nature-park-24341982?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M00/53/28/CggYHlaUs7eACPBIAADRDCeAAvw960_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1327909,121.575006
Bade Park,八德公園,4.4,['Open daily'],['Open all day'],"Banqiao District, New Taipei City",0.0,觀光,It feels like walking through Nami Island in South Korea but this one is Taiwan’s represent🍂 it is so pretty during the winter since the leaves turns into browny shades.,https://www.trip.com/travel-guide/attraction/new-taipei-city/bade-park-24648582?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww3612000946z1d2A8C7_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0114095,121.4618415
Baoyi Park,保儀公園,4.4,['Open daily'],['Open all day'],"Lane 179, Section 4, Xinglong Rd, Wenshan District, Taipei City, Taiwan 116",0.0,觀光,Baoyi Park is a small park. This is basically a place where the elderly gather. The plants are very rich. There are quite a lot of people walking in the park. There are also many fitness facilities for free use.,https://www.trip.com/travel-guide/attraction/taipei/baoyi-park-24648756?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100s0r000000h0q6h0D45_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,24.9837083,121.5629146
Ci'enyuan Shengming Memorial Hall,慈恩園生命紀念館,4.0,['Open daily'],['9:00-17:00'],"No. 49, Lane 631, Section 3, Heping E Rd, Xinyi District, Taipei City, Taiwan 110",0.0,觀光,"Memorial garden, a kind of care for the deceased, feels good, there is a good memorial and respect, I like it very much.",https://www.trip.com/travel-guide/attraction/taipei/ci-enyuan-shengming-memorial-hall-24649143?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104b120009avpqg75096_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,2.5,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,25.0124436,121.569288
Dazhi Park,大智公園,4.6,['Open daily'],['Open all day'],"Mie-ku, New Taipei City",0.0,觀光,,https://www.trip.com/travel-guide/attraction/new-taipei-city/dazhi-park-24649328?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0169826,121.4627868
Dunbei Park,敦北公園,4.6,['Open daily'],['Open all day'],"No. 105, Songshan District, Taipei City, Taiwan 105",0.0,觀光,There is a different relaxation park next to the road and there are oversized landmarks to shoot,https://www.trip.com/travel-guide/attraction/taipei/dunbei-park-24649554?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103o120009atnlgaD84C_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0552958,121.5541264
Dongyuan Park,東園公園,3.7,['Open daily'],['Open all day'],"Wanhua District, Taipei City, Taiwan 108",0.0,觀光,w is located in the city of Taipei and feels good. Tired to relax here.,https://www.trip.com/travel-guide/attraction/taipei/dongyuan-park-24649513?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105l120009aptvz20C02_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0262857,121.4970294
Fudekeng Environmental Restoration Park,福德坑環保復育公園,4.0,['Open daily'],['6:00-19:00'],"No. 151, Lane 43, Section 5, Muzha Rd, Wenshan District, Taipei City, Taiwan 116",0.0,觀光,"The feature of this park is that you can slide grass here, it is a very good experience, it feels very good.",https://www.trip.com/travel-guide/attraction/taipei/fudekeng-environmental-restoration-park-24649712?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2w12000946baajAF79_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1140.0,360.0,1140.0,360.0,1140.0,360.0,1140.0,360.0,1140.0,360.0,1140.0,360.0,1140.0,2.5,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,25.0089367,121.5905109
Erge Park,二格公園,4.5,['Open daily'],['Open all day'],"23 km from Beiyi Highway, Shijie Township, Taipei County",0.0,觀光,"This park is very historical, it feels very good, it is a good feeling, a good place for citizens to relax, it is recommended.",https://www.trip.com/travel-guide/attraction/new-taipei-city/erge-park-24649594?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102p120009b1erdt21F0_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0329636,121.5654268
Jingxin Park,景新公園,4.4,['Open daily'],['Open all day'],"Zhonghe District, New Taipei City, Taiwan 235",0.0,觀光,"The park is not big, a very good place to play, the environment is elegant, the crowd is of high quality, the birds, the dog walkers, a lot of leisure, and sell a variety of leisure items, when the work is idle, you can come and go around and exercise.",https://www.trip.com/travel-guide/attraction/new-taipei-city/jingxin-park-24650870?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102112000brnb0ub0E6C_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,24.994446,121.4970294
Lifu Park,黎富公園,4.5,['Open daily'],['Open all day'],"Xinyi District, Taipei City",0.0,觀光,"There are many plants in the park, so there is plenty of oxygen, the air is fresh, and many citizens walk here",https://www.trip.com/travel-guide/attraction/taipei/lifu-park-24651190?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103o120009bf41ltEAA0_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0409201,121.5720055
Lishuang Park,黎雙公園,4.7,['Open daily'],['Open all day'],"Alley 22, Lane 284, Wuxing St, Xinyi District, Taipei City, Taiwan 110",0.0,觀光,"Lishuang Park, located on Wuxing Street in Xinyi District, this park is very beautiful, and it is very close to the 101 building, you can go directly to the 101 building after visiting the park.",https://www.trip.com/travel-guide/attraction/taipei/lishuang-park-24651191?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01032120009c2p62j21C1_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0241968,121.5624122
Laosong Park,老松公園,4.3,['Open daily'],['Open all day'],"Wanhua District, Taipei City, Taiwan 108",0.0,觀光,"There are a lot of people working out in the park, the environment is good, and the place is good.",https://www.trip.com/travel-guide/attraction/taipei/laosong-park-24651153?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww3x12000949xe8iCC09_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0262857,121.4970294
Linong Park,立農公園,4.3,['Open daily'],['Open all day'],"Beitou District, Taipei",0.0,觀光,"Linong Park is a park to Beitou, and there are hot springs, very beautiful! There is not much traffic and it is quiet.",https://www.trip.com/travel-guide/attraction/taipei/linong-park-24651215?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104t120009azzfvy8A73_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1151759,121.515018
Nanxing Park,南興公園,4.3,['Open daily'],['Open all day'],"Nangang District, Taipei",0.0,觀光,"Very cute Nanxing Park, the shape of the slide is a train, the children are very happy, the scene is a playground with laughter, it is on the first floor of the MRT Nangang Station, a large green park, quite good place",https://www.trip.com/travel-guide/attraction/taipei/nanxing-park-24651911?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102g120009apti5596D2_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0312347,121.6111949
Neihu Sports Park,內湖運動公園,4.4,['Open daily'],['Open all day'],"No. 2, Section 2, Jiuzong Road, Neihu District, Taipei City, Taiwan 114",0.0,觀光,"A good place to bring children to discharge, good weather is also a good place to walk",https://www.trip.com/travel-guide/attraction/taipei/neihu-sports-park-24651930?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100d0h00000091q7j3990_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.066389,121.574362
Nong'an Park,農安公園,4.4,['Open daily'],['Open all day'],"Bottom 3, Lane 227, Nong'an Street, Zhongshan District, Taipei City",0.0,觀光,"I only knew this Nong'an Park when I arrived in Taiwan. The park is also the same as other parks in Taiwan. The air in the park is obviously super fresh. The content of negative ions is absolutely natural, and there is a chance to breathe fresh air again.",https://www.trip.com/travel-guide/attraction/taipei/nong-an-park-24651990?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0651931,121.5338657
Pengcheng Park,鵬程公園,3.5,['Open daily'],['Open all day'],"Songshan District, Taipei City, Taiwan 105",0.0,觀光,"The park is not very good to play, no one, sky blue.",https://www.trip.com/travel-guide/attraction/taipei/pengcheng-park-24652050?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104a120009a8zqbeAEEC_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0552958,121.5541264
Quanyuan Park (Public hotspring),泉源公園,4.3,['Tuesday-Sunday'],['8:00-18:00'],"Beitou District, Taipei, Taiwan",0.0,觀光,Nice thermal valley to visit. The temperature should be in >80DegC range.,https://www.trip.com/travel-guide/attraction/taipei/quanyuan-park-24652354?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102e120009b1q12i4D34_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,2.5,0,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,25.1151759,121.515018
Rongguang Park,榮光公園,4.7,['Open daily'],['Open all day'],"No. 139, Section 1, Shipai Road, Beitou District (opposite)",0.0,觀光,"Rongguang Park is located in the Beitou District, Rongguangli Shipai Road section of Shipaiguozhong opposite, is a quiet environment park.",https://www.trip.com/travel-guide/attraction/taipei/rongguang-park-24652399?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100a1a0000019d10g88D2_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1155187,121.5138046
Yonghe Ren'ai Park,永和仁愛公園,4.6,['Open daily'],['Open all day'],"No. 244-1, Ren'ai Road, Yonghe District, New Taipei City, Taiwan 234",0.0,觀光,"Ren'ai Park, Yonghe District, Xinbei, is a good place for parents and children to play, there are many children playing football, and there are many amusement facilities to play!",https://www.trip.com/travel-guide/attraction/new-taipei-city/yonghe-ren-ai-park-24652380?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0100883,121.5062099
Shipai Park,石牌公園,3.3,['Open daily'],['Open all day'],"Beitou District, Taipei City, Taiwan 112",0.0,觀光,"The park is not very big. When I was walking with friends, I came here by chance. It was very beautiful, and there were a lot of vegetation and flowers here. Very leisurely, there are residents walking here.",https://www.trip.com/travel-guide/attraction/taipei/shipai-park-24652779?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100812000dp8my0g7C18_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1504599,121.5190375
